sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3458217,365,2,340,340,680,1020,163,424,803,1172,153,No,0,0.85,0.83,0,No,No,No,Yes,No,No
3458218,22,8,0,16,36,52,2,20,48,76,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
3458219,3,8,0,0,0,1,0,0,1,3,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3458220,393,12,40,76,287,491,55,208,456,856,114,No,0,0.93,0.74,0,No,No,Yes,Yes,No,No
3458221,14,8,3,0,6,9,0,4,6,13,3,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3458222,3,8,0,0,0,0,1,1,1,1,0,No,0,0.84,0.82,0,No,No,No,Yes,No,No
3458224,12,12,0,0,0,0,0,0,0,0,2,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3458225,6,12,0,0,0,0,0,0,1,2,2,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3458226,12,12,0,0,0,0,1,1,2,4,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3458227,0,8,0,0,0,0,0,0,0,0,1,No,0,0.52,0.56,0,Yes,No,Yes,Yes,No,No
3458228,0,8,3,1,4,4,0,0,0,0,0,No,0,0.77,0.73,0,No,No,Yes,Yes,No,No
3458229,0,8,0,1,2,2,0,1,1,1,0,No,0,0.19,0.49,0,No,No,No,Yes,No,No
3458230,1,8,0,37,37,37,2,2,5,6,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
3458232,17,8,0,0,8,12,3,11,25,47,14,No,0,0.18,0.38,0,No,No,Yes,Yes,No,No
3458233,0,12,0,17,22,22,1,5,26,51,11,No,0,0.21,0.26,0,No,No,No,No,No,No
3458234,221,8,20,78,234,312,65,196,385,571,92,No,0,0.53,0.54,0,No,No,Yes,Yes,No,No
3458235,318,8,0,0,0,0,11,46,159,257,22,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3458236,7,8,0,0,0,0,0,0,1,1,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458238,54,5,0,22,68,115,26,56,115,186,27,No,0,0.73,0.7,0,No,No,No,Yes,No,No
3458239,81,8,6,9,9,9,6,30,48,90,10,No,0,0.98,0.93,0,No,No,No,Yes,No,No
3458240,294,8,35,28,113,186,21,80,197,354,69,No,0,0.87,0.8,0,No,No,No,Yes,No,No
3458241,6,8,0,60,60,60,0,7,11,15,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
3458242,2494,2,0,0,0,0,19,37,67,93,12,No,0,0.85,0.83,0,No,No,No,Yes,No,No
3458243,2743,8,10,0,0,0,21,97,212,337,49,No,0,0.23,0.12,0,No,No,Yes,Yes,No,No
3458244,490,8,0,0,0,0,0,0,0,1,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3458245,85,12,3,125,200,275,55,127,246,346,27,No,0,0.94,0.87,0,No,No,No,Yes,No,No
3458246,484,12,0,0,0,0,5,10,34,56,6,No,0,0.85,0.83,0,No,No,No,Yes,No,No
3458247,15,8,0,0,0,0,0,0,5,7,0,No,0,0.85,0.84,0,No,No,No,Yes,No,No
3458248,47,8,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3458249,672,8,0,1964,3196,4680,48,760,1008,2448,850,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458250,41972,8,96,3552,14196,26028,1912,8376,19604,32780,4465,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458252,38,12,0,0,0,0,0,0,0,0,0,No,0,0.77,0.75,0,No,No,No,Yes,No,No
3458253,304,8,192,128,648,1168,100,324,764,1052,283,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458254,29,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458255,21,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458256,10,2,0,0,0,0,10,11,13,33,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458257,19,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458258,25,2,0,0,0,0,0,0,0,1,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458259,21,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458260,79,2,0,0,0,0,1,15,20,25,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458261,6,2,0,0,0,0,2,2,2,3,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458262,9,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458263,50,2,0,0,0,0,1,3,9,19,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3458264,17,8,0,4,24,40,3,10,18,25,5,No,0,0.5,0.46,0,No,No,No,Yes,No,No
3458265,0,2,0,0,0,0,122,289,608,994,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3458266,500,12,0,0,0,0,0,0,0,0,0,No,0,0.94,0.87,0,No,No,No,Yes,No,No
3458269,5,2,0,0,0,0,2,2,8,8,0,No,0,0.78,0.75,0,Yes,No,No,Yes,No,No
3458270,137,2,126,80,200,260,23,129,201,285,32,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3458271,1,8,5,0,5,5,1,4,8,9,0,No,0,0.9,0.86,0,No,No,No,Yes,No,No
3458272,41,2,0,0,0,0,1,2,20,32,0,No,0,0.48,0.52,0,No,No,No,Yes,No,No
3458273,2,12,0,0,0,0,0,0,0,0,1,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458274,10,8,0,0,0,0,3,3,6,11,2,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3458276,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458277,3,9,0,0,1,2,0,0,3,5,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458278,1,8,0,1,1,1,0,0,1,1,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3458279,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3458280,1,8,0,50,50,50,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
3458281,1193,8,115,744,1608,2328,196,743,1941,3250,271,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3458282,15,9,0,7,7,13,2,9,20,35,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458283,1,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3458284,5,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3458286,3,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458287,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458288,3,9,0,0,0,0,0,0,0,0,0,No,0,0.93,0.78,0,No,No,No,Yes,No,No
3458289,141,8,28,150,294,474,50,162,330,568,58,No,0,0.98,0.92,0,No,No,No,Yes,No,No
3458290,2,9,0,0,0,0,0,0,0,0,1,No,0,0.54,0.48,0,No,No,No,Yes,No,No
3458291,5,8,0,4,12,20,0,2,5,11,1,No,0,0.78,0.78,0,No,No,No,Yes,No,No
3458292,165,8,0,0,0,0,6,9,24,60,0,No,0,0.95,0.95,0,No,No,No,Yes,No,No
3458293,49,2,0,0,0,0,0,2,5,11,2,No,0,0.97,0.97,0,No,No,Yes,Yes,No,No
3458294,989,8,288,1440,2880,4380,522,1737,3417,4940,1013,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458295,117,2,45,108,252,432,49,160,302,406,54,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
3458296,4,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458297,32,8,0,0,0,0,1,7,17,28,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3458298,7,8,0,0,0,0,0,0,0,0,1,No,0,0.87,0.92,0,No,No,No,Yes,No,No
3458299,0,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.98,0,No,No,No,Yes,No,No
3458300,1,8,0,2,4,5,1,2,5,6,0,No,0,0.85,0.64,0,No,No,No,Yes,No,No
3458301,27,8,0,0,0,0,0,0,0,0,0,No,0,0.9,0.95,0,No,No,No,Yes,No,No
3458302,1,12,0,0,0,0,0,0,0,0,1,No,0,0.31,0.4,0,No,No,No,Yes,No,No
3458303,6,8,0,0,0,2,1,1,4,5,2,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3458304,7,8,6,16,36,46,6,13,26,48,1,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3458305,7,8,0,1,19,19,1,3,8,11,0,No,0,1,0.93,0,No,No,No,Yes,No,No
3458306,8,8,0,0,0,0,0,0,0,0,0,No,0,0.4,0.42,0,No,No,No,Yes,No,No
3458307,0,8,0,5,10,10,1,4,5,7,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458309,135,8,0,0,40,76,0,9,37,182,0,No,0,0.97,0.96,0,No,No,No,Yes,No,No
3458310,14,8,0,0,0,0,0,0,2,3,0,No,0,1,0.95,0,No,No,No,Yes,No,No
3458311,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
3458312,13,8,0,22,40,58,3,20,32,48,0,No,0,0.92,0.91,0,No,No,No,Yes,No,No
3458313,35,8,5,57,107,157,13,39,84,121,19,No,0,0.91,0.93,0,No,No,No,Yes,No,No
3458314,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3458315,11,8,0,0,0,0,0,3,4,5,0,No,0,0.5,0.79,0,No,No,No,Yes,No,No
3458316,32,2,0,0,0,0,1,2,6,8,1,No,0,0.97,0.98,0,No,No,No,No,No,No
3458317,28,9,0,0,0,0,1,1,4,11,15,No,0,1,0.85,0,No,No,No,Yes,No,No
3458318,170,9,0,0,0,0,0,0,1,1,6,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458319,9,9,0,0,0,0,0,1,1,1,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458320,3,8,0,0,0,0,0,0,0,0,1,No,0,0.78,0.78,0,Yes,No,Yes,Yes,No,No
3458321,5,12,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458322,2,12,0,0,0,0,0,0,0,1,0,No,0,0.57,0.68,0,No,No,Yes,Yes,No,No
3458323,9,8,3,7,17,31,4,18,49,60,2,No,0,0.72,0.69,0,No,No,No,Yes,No,No
3458324,5,8,0,0,0,0,0,0,1,1,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3458325,7,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3458326,2,2,0,0,0,0,0,0,0,0,1,No,0,0.93,0.78,0,No,No,No,Yes,No,No
3458327,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3458328,5,12,0,0,0,0,0,0,2,3,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3458329,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458330,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458331,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458332,0,8,0,2600,2600,2600,0,0,0,0,0,No,0,0,0.75,0,No,No,No,Yes,No,No
3458333,10,8,0,0,0,0,0,0,2,4,0,No,0,0.67,0.42,0,No,No,Yes,Yes,No,No
3458335,94,8,7,0,0,0,23,35,41,42,41,No,0,0.96,0.89,0,No,No,No,Yes,No,No
3458337,3,8,1,1,2,4,1,2,7,11,3,No,0,0.68,0.49,0,No,No,Yes,Yes,No,No
3458338,102,8,0,0,0,75,8,22,52,75,24,No,0,0.9,0.85,0,No,No,No,Yes,No,No
3458339,10,8,0,0,0,0,0,0,3,3,0,No,0,0.96,0.89,0,No,No,No,Yes,No,No
3458340,2,8,0,0,2,3,1,1,2,4,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3458341,474,8,13,0,0,2000,71,202,394,634,553,No,0,0.93,0.96,0,No,No,No,Yes,No,No
3458342,9,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.91,0,No,No,No,Yes,No,No
3458343,0,8,0,1,2,3,0,1,1,1,1,No,0,0.91,0.86,0,No,No,No,Yes,No,No
3458346,59,8,2,26,54,54,19,43,73,124,21,No,0,0.98,0.92,0,No,No,No,Yes,No,No
3458347,89,8,8,0,35,70,11,28,59,113,27,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3458348,6,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458349,253,8,0,0,0,105,10,55,125,159,0,No,0,0.59,0.57,0,No,No,No,Yes,No,No
3458350,14,8,0,0,0,4,0,4,5,5,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458351,11,9,0,12,24,36,3,10,23,43,4,No,0,0.93,0.89,0,No,No,No,Yes,No,No
3458352,2,12,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458354,45,8,0,0,0,0,2,6,9,9,0,No,0,0.34,0.3,0,No,No,No,Yes,No,No
3458355,3,14,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458356,23,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458357,25,8,0,0,0,0,0,1,2,3,0,No,0,0.84,0.8,0,No,No,No,Yes,No,No
3458358,44,8,0,0,0,0,0,0,0,0,0,No,0,0.07,0.19,0,No,No,Yes,Yes,No,No
3458359,2,8,0,1,1,2,0,0,2,3,0,No,0,0.4,0.42,0,No,No,No,Yes,No,No
3458360,5,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458361,1041,2,242,1152,2688,4224,382,1402,2668,3736,420,No,0,1,0.99,0,No,No,No,Yes,No,No
3458362,2,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3458363,277,52,0,0,0,0,0,8,17,21,1,No,0,0.1,0.08,0,Yes,No,No,No,No,No
3458364,25,8,0,0,19,35,9,18,53,88,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3458365,181,8,63,214,503,830,75,263,620,812,55,No,0,0.89,0.87,0,No,No,No,Yes,No,No
3458366,2,3,0,0,0,0,0,0,1,1,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3458367,19,8,0,0,0,0,0,0,0,3,0,No,0,0.97,0.95,0,No,No,No,Yes,No,No
3458368,64,8,0,35,35,52,16,26,48,75,16,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3458369,233,8,9,264,264,528,52,178,368,532,59,No,0,0.98,0.97,0,No,No,No,Yes,No,No
3458370,41,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3458371,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3458372,235,2,0,0,0,0,0,1,1,1,0,No,0,0.93,0.95,0,No,No,No,Yes,No,No
3458373,6,2,0,0,0,5,0,1,6,9,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3458374,2,8,0,0,0,0,0,0,1,1,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3458375,65,2,51,100,200,350,48,144,268,359,60,No,0,1,1,0,No,No,No,Yes,No,No
3458376,2,10,0,0,0,0,0,0,1,1,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458377,24,12,0,7,21,28,11,27,45,61,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458378,73,2,0,0,0,0,2,8,13,21,1,No,0,1,0.99,0,No,No,No,Yes,No,No
3458379,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458380,5,8,0,0,0,3,1,3,4,8,0,No,0,0.85,0.64,0,No,No,No,Yes,No,No
3458382,6,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458383,5,2,0,0,20,20,1,3,6,7,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3458384,201,8,0,0,0,0,4,13,29,43,0,No,0,1,0.98,0,No,No,No,Yes,No,No
3458385,2,3,0,3,6,8,4,8,11,16,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458386,8,8,0,0,0,0,0,0,0,0,0,No,0,0.9,0.9,0,No,No,No,Yes,No,No
3458387,5,3,0,0,0,0,1,1,11,13,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458388,569,2,191,655,1375,2090,313,1012,2121,3019,409,No,0,0.92,0.94,0,No,No,No,Yes,No,No
3458389,183,8,0,0,0,0,5,8,17,28,0,No,0,0.98,0.92,0,No,No,No,Yes,No,No
3458390,4,12,0,0,0,0,0,0,1,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458391,105,12,14,218,409,575,71,168,330,511,57,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3458392,63,8,0,0,0,0,8,12,17,22,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
3458393,1,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
3458394,54,8,0,0,0,0,1,2,3,3,0,No,0,0.77,0.84,0,No,No,No,Yes,No,No
3458395,1092,4,0,0,0,0,18,92,165,279,40,No,0,0.95,0.94,0,No,No,Yes,Yes,No,No
3458396,48,9,0,0,0,0,0,1,1,1,2,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3458397,24,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.95,0,No,No,No,Yes,No,No
3458398,5,8,0,0,0,0,0,0,0,0,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3458399,28,2,0,0,0,0,0,0,11,11,2,No,0,0.38,0.51,0,No,No,No,Yes,No,No
3458400,8,12,0,65,65,65,1,1,1,1,1,No,0,0.27,0.26,0,Yes,No,No,No,No,No
3458401,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.91,0,No,No,No,Yes,No,No
3458402,31,2,0,12,36,48,4,12,28,40,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3458403,32,2,0,0,0,0,2,5,9,14,0,No,0,0.5,0.61,0,No,No,No,Yes,No,No
3458404,21,8,0,0,0,0,1,4,4,4,1,No,0,0.84,0.53,0,No,No,No,Yes,No,No
3458406,5,8,0,3,9,15,2,5,10,16,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3458407,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458408,6,2,0,7,21,28,3,12,17,37,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458409,20,2,0,0,0,0,0,0,3,6,0,No,0,0.97,0.46,0,No,No,No,Yes,No,No
3458410,38,2,0,0,0,0,4,8,10,12,0,No,0,0.98,0.97,0,No,No,No,Yes,No,No
3458411,10,3,0,0,10,15,0,2,5,12,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458412,6,2,0,0,0,0,0,1,1,2,2,No,0,0.79,0.87,0,No,No,No,Yes,No,No
3458413,0,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.94,0,No,No,No,Yes,No,No
3458414,10,2,0,0,0,0,0,0,1,1,0,No,0,1,0.9,0,No,No,No,Yes,No,No
3458415,82,0,0,0,0,0,0,0,0,0,1,No,0,0,0,0,No,No,Yes,Yes,No,No
3458416,6,10,0,0,1,4,0,1,2,8,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3458417,27,0,0,0,0,0,2,7,15,16,1,No,0,0,0,0,No,No,Yes,No,No,No
3458418,23,2,0,0,28,28,2,7,13,21,0,No,0,1,1,0,No,No,No,Yes,No,No
3458419,3,8,0,1,2,4,1,1,4,10,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3458420,48,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.84,0,No,No,No,Yes,No,No
3458421,51,4,0,0,0,0,0,0,0,0,8,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
3458422,50,2,12,36,84,120,8,44,99,170,15,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458423,479,2,68,556,1172,1969,155,600,1260,1714,201,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3458424,1,8,0,0,0,0,0,0,0,0,2,No,0,0.7,0.86,0,No,No,No,Yes,No,No
3458425,29,12,0,30,72,117,20,47,75,95,0,No,0,0.76,0.81,0,No,No,No,Yes,No,No
3458426,31,2,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,No,Yes,No,No
3458427,0,2,2,1,3,4,0,3,5,5,0,No,0,1,0.99,0,No,No,Yes,Yes,No,No
3458428,8,8,0,0,0,0,2,2,2,2,1,No,0,0.89,0.82,0,No,No,No,Yes,No,No
3458429,181,8,81,470,964,1419,133,471,882,1235,87,No,0,0.73,0.7,0,No,No,No,Yes,No,No
3458430,7,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.97,0,No,No,Yes,Yes,No,No
3458431,1,8,0,10,10,20,0,3,7,9,0,No,0,0.89,0.82,0,No,No,No,Yes,No,No
3458432,168,2,0,0,0,0,0,1,2,5,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3458433,9,2,0,0,0,0,1,1,1,1,0,No,0,1,0.98,0,No,No,No,Yes,No,No
3458434,9,2,0,0,0,0,0,0,1,1,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3458435,15,2,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,No,Yes,No,No
3458436,4,2,0,18,18,36,2,6,14,20,0,No,0,0.81,0.78,0,No,No,No,Yes,No,No
3458437,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458438,25,8,0,0,0,0,0,0,0,0,2,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3458439,4,2,0,30,30,30,1,4,9,9,0,No,0,0.91,0.91,0,No,No,No,Yes,No,No
3458440,28,3,0,0,0,0,0,0,0,0,0,No,0,0.93,0.89,0,No,No,No,Yes,No,No
3458441,15,8,0,0,0,0,0,0,0,0,1,No,0,0.98,0.99,0,No,No,Yes,Yes,No,No
3458442,7,8,0,0,0,0,1,1,5,7,0,No,0,0.82,0.91,0,No,No,No,Yes,No,No
3458443,9,2,0,0,0,0,0,0,0,0,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3458444,137,0,0,0,0,0,0,1,1,1,1,No,0,0,0,0,No,No,Yes,Yes,No,No
3458445,24,8,0,0,0,8,2,5,18,32,0,No,0,1,1,0,No,No,No,Yes,No,No
3458446,18,3,0,0,0,0,6,10,15,30,1,No,0,0.41,0.46,0,No,No,No,Yes,No,No
3458447,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458448,27,2,0,0,0,0,3,8,12,13,0,No,0,0.66,0.74,0,Yes,No,No,Yes,No,No
3458449,7,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458450,23,8,0,0,0,0,0,1,1,1,0,No,0,0.89,0.82,0,No,No,No,Yes,No,No
3458451,4,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458452,11,4,0,0,0,0,0,0,0,0,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
3458453,48,8,4,96,176,272,0,64,143,224,13,No,0,0.76,0.84,0,No,No,No,Yes,No,No
3458454,50,2,0,0,0,10,0,5,35,35,0,No,0,0.88,0.92,0,Yes,No,No,Yes,No,No
3458455,3,2,0,0,0,0,0,1,1,1,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458456,17,8,0,0,0,0,0,6,9,12,0,No,0,0.41,0.46,0,No,No,No,Yes,No,No
3458457,0,8,0,0,0,0,0,0,0,0,1,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3458458,47,8,90,29,94,158,15,65,125,192,29,No,0,0.93,0.89,0,No,No,No,Yes,No,No
3458459,9,2,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,No,No,Yes,No,No
3458460,14,2,0,0,0,0,0,0,0,0,0,No,0,0.87,0.92,0,No,No,No,Yes,No,No
3458461,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3458462,7,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458463,32,2,0,0,0,0,0,0,0,0,0,No,0,0.75,0.63,0,No,No,No,Yes,No,No
3458464,8,8,0,0,4,8,1,3,11,13,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3458465,4,2,4,26,60,91,5,21,57,83,0,No,0,0.8,0.86,0,No,No,No,Yes,No,No
3458466,21,2,0,0,0,0,0,3,9,20,1,No,0,0.56,0.68,0,Yes,No,No,Yes,No,No
3458467,32,2,0,0,0,0,2,3,5,9,1,No,0,1,1,0,No,No,No,Yes,No,No
3458468,12,8,0,0,0,0,0,0,2,2,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3458469,212,2,0,168,408,648,57,202,365,461,35,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458470,12,2,0,0,0,0,0,0,0,0,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
3458471,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3458472,8,2,0,0,10,20,3,8,14,19,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3458473,31,0,0,0,0,0,2,3,3,5,1,No,0,0,0,0,No,No,Yes,No,No,No
3458474,13,4,0,0,0,0,0,0,0,2,1,No,0,0.22,0.15,0,Yes,No,Yes,Yes,No,No
3458475,183,2,69,330,660,990,86,310,584,847,99,No,0,0.9,0.95,0,No,No,No,Yes,No,No
3458478,31,2,0,42,63,98,14,28,57,90,12,No,0,0.7,0.71,0,No,No,No,Yes,No,No
3458480,19,2,0,0,0,12,2,16,32,41,0,No,0,0.61,0.62,0,No,No,No,Yes,No,No
3458481,11,2,0,0,0,0,0,0,0,0,0,No,0,0.03,0.1,0,Yes,No,No,Yes,No,No
3458482,10,8,0,0,0,0,0,1,1,1,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3458483,5,0,0,0,0,0,0,0,0,1,1,No,0,0,0,0,No,No,No,Yes,No,No
3458484,8,8,0,2,7,13,4,7,19,20,0,No,0,0.84,0.87,0,No,No,No,Yes,No,No
3458485,7,2,0,0,0,0,1,1,2,2,0,No,0,0.53,0.53,0,No,No,No,Yes,No,No
3458486,1,2,0,0,0,0,0,0,0,0,1,No,0,0.1,0.11,0,No,No,No,Yes,No,No
3458487,3,2,0,0,0,0,3,9,15,16,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
3458488,225,2,37,0,16,48,91,310,397,401,81,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3458489,20,12,0,0,0,0,1,5,5,6,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3458490,12,2,0,0,0,0,0,0,0,0,2,No,0,0.92,0.91,0,No,No,Yes,Yes,No,No
